Date,SPY,^SPX
2021-03-23,362.8515625,3910.52001953125
2021-03-24,361.0070495605469,3889.139892578125
2021-03-25,363.03790283203125,3909.52001953125
2021-03-26,368.8883056640625,3974.5400390625
2021-03-29,368.7018737792969,3971.090087890625
2021-03-30,367.72381591796875,3958.550048828125
2021-03-31,369.21429443359375,3972.889892578125
2021-04-01,373.20147705078125,4019.8701171875
2021-04-05,378.5580139160156,4077.909912109375
2021-04-06,378.3344421386719,4073.93994140625
2021-04-07,378.77239990234375,4079.949951171875
2021-04-08,380.5702819824219,4097.169921875
2021-04-09,383.33709716796875,4128.7998046875
2021-04-12,383.47686767578125,4127.990234375
2021-04-13,384.61334228515625,4141.58984375
2021-04-14,383.2997741699219,4124.66015625
2021-04-15,387.4174499511719,4170.419921875
2021-04-16,388.7123107910156,4185.47021484375
2021-04-19,386.8024597167969,4163.259765625
2021-04-20,383.97052001953125,4134.93994140625
2021-04-21,387.6037292480469,4173.419921875
2021-04-22,384.0637512207031,4134.97998046875
2021-04-23,388.22784423828125,4180.169921875
2021-04-26,389.0383605957031,4187.6201171875
2021-04-27,388.95452880859375,4186.72021484375
2021-04-28,388.8427734375,4183.18017578125
2021-04-29,391.32073974609375,4211.47021484375
2021-04-30,388.74957275390625,4181.169921875
2021-05-03,389.5880432128906,4192.66015625
2021-05-04,387.1845703125,4164.66015625
2021-05-05,387.3056640625,4167.58984375
2021-05-06,390.3984375,4201.6201171875
2021-05-07,393.23974609375,4232.60009765625
2021-05-10,389.3458251953125,4188.43017578125
2021-05-11,385.87091064453125,4152.10009765625
2021-05-12,377.67303466796875,4063.0400390625
2021-05-13,382.2098693847656,4112.5
2021-05-14,388.0788269042969,4173.85009765625
2021-05-17,387.0914001464844,4163.2900390625
2021-05-18,383.75628662109375,4127.830078125
2021-05-19,382.7500915527344,4115.68017578125
2021-05-20,386.8677978515625,4159.1201171875
2021-05-21,386.551025390625,4155.85986328125
2021-05-24,390.4916687011719,4197.0498046875
2021-05-25,389.6252746582031,4188.1298828125
2021-05-26,390.3984375,4195.990234375
2021-05-27,390.6034240722656,4200.8798828125
2021-05-28,391.3021240234375,4204.10986328125
2021-06-01,390.95751953125,4202.0400390625
2021-06-02,391.5722351074219,4208.1201171875
2021-06-03,390.1189270019531,4192.85009765625
2021-06-04,393.68701171875,4229.89013671875
2021-06-07,393.3050231933594,4226.52001953125
2021-06-08,393.388916015625,4227.259765625
2021-06-09,392.8019714355469,4219.5498046875
2021-06-10,394.6278381347656,4239.18017578125
2021-06-11,395.2799987792969,4247.43994140625
2021-06-14,396.1650085449219,4255.14990234375
2021-06-15,395.4383239746094,4246.58984375
2021-06-16,393.23046875,4223.7001953125
2021-06-17,393.1000671386719,4221.85986328125
2021-06-18,387.7970275878906,4166.4501953125
2021-06-21,393.3486633300781,4224.7900390625
2021-06-22,395.45159912109375,4246.43994140625
2021-06-23,394.97491455078125,4241.83984375
2021-06-24,397.31158447265625,4266.490234375
2021-06-25,398.7227478027344,4280.7001953125
2021-06-28,399.526611328125,4290.60986328125
2021-06-29,399.7415771484375,4291.7998046875
2021-06-30,400.0780944824219,4297.5
2021-07-01,402.2930908203125,4319.93994140625
2021-07-02,405.3680114746094,4352.33984375
2021-07-06,404.629638671875,4343.5400390625
2021-07-07,406.0596923828125,4358.1298828125
2021-07-08,402.7511291503906,4320.81982421875
2021-07-09,407.0503845214844,4369.5498046875
2021-07-12,408.5083923339844,4384.6298828125
2021-07-13,407.11578369140625,4369.2099609375
2021-07-14,407.7232666015625,4374.2998046875
2021-07-15,406.33074951171875,4360.02978515625
2021-07-16,403.14361572265625,4327.16015625
2021-07-19,397.1900329589844,4258.490234375
2021-07-20,402.8819274902344,4323.06005859375
2021-07-21,406.1438293457031,4358.68994140625
2021-07-22,406.9942932128906,4367.47998046875
2021-07-23,411.18145751953125,4411.7900390625
2021-07-26,412.1908264160156,4422.2998046875
2021-07-27,410.31219482421875,4401.4599609375
2021-07-28,410.1440124511719,4400.64013671875
2021-07-29,411.8450622558594,4419.14990234375
2021-07-30,409.8448791503906,4395.259765625
2021-08-02,408.98504638671875,4387.16015625
2021-08-03,412.3123474121094,4423.14990234375
2021-08-04,410.2842712402344,4402.66015625
2021-08-05,412.88238525390625,4429.10009765625
2021-08-06,413.5647277832031,4436.52001953125
2021-08-09,413.22833251953125,4432.35009765625
2021-08-10,413.7424011230469,4436.75
2021-08-11,414.77044677734375,4442.41015625
2021-08-12,416.0134582519531,4460.830078125
2021-08-13,416.77056884765625,4468.0
2021-08-16,417.7519226074219,4479.7099609375
2021-08-17,415.013427734375,4448.080078125
2021-08-18,410.4710998535156,4400.27001953125
